report_id,reported_at,resolved_at,issue_type,severity,lat,lon,street_name,channel,estimated_impact_cost,district_hint,resolution_days,is_unresolved,report_month,report_week,severity_band,district
MR201998,2025-09-16 08:05:44,2025-09-22 11:29:15,sidewalk obstruction,2.0,37.80804002559699,-122.437861731025,Pine Ave,app,249.73,D11,6.0,False,2025-09,2025-09-15/2025-09-21,low,Medical Quarter
MR219229,2025-09-16 12:29:29,,pot hole near crossing,3.0,37.80967432234066,-122.460770423375,Pine Ave,web,406.52,D10,182.0,True,2025-09,2025-09-15/2025-09-21,medium,North Commons
MR203794,2025-09-16 14:12:35,2025-09-18 00:21:00,unsafe crossing,3.0,37.747083148892735,-122.526478750831,Pine Ave,app,792.18,D05,1.0,False,2025-09,2025-09-15/2025-09-21,medium,University
MR209114,2025-09-16 14:37:58,2025-09-18 22:16:05,pothole near crossing,2.0,37.76618524011705,-122.536812866276,River Rd,app,463.51,D05,2.0,False,2025-09,2025-09-15/2025-09-21,low,University
MR204184,2025-09-16 17:11:00,2025-09-28 21:51:20,unsafe crossing,2.0,37.738567689962544,-122.416802044539,Maple Dr,phone,547.41,D07,12.0,False,2025-09,2025-09-15/2025-09-21,low,Midtown
MR204040,2025-09-16 18:23:45,2025-09-19 20:39:51,sidewalk obstruction,4.0,37.81193185385198,-122.450416644766,Cedar Rd,phone,,D11,3.0,False,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR211303,2025-09-16 19:49:00,2025-09-19 23:15:25,pothole near crossing,4.0,37.708168539353125,-122.418488596755,Harbor Ave,app,320.69,D03,3.0,False,2025-09,2025-09-15/2025-09-21,high,Civic East
MR209842,2025-09-16 20:10:00,,pothole near crossing,4.0,37.8364885947904,-122.360757867168,Cedar Rd,web,501.08,D12,182.0,True,2025-09,2025-09-15/2025-09-21,high,Airport Link
MR214370,2025-09-16 20:19:03,2025-09-26 07:33:05,sidewalk obstruction,3.0,37.70085050995189,-122.503611487982,Hillcrest Ave,Web Form,530.01,D09,9.0,False,2025-09,2025-09-15/2025-09-21,medium,Old Market
MR209135,2025-09-16 21:23:25,,missing sign,4.0,37.776,-122.3814,Broadway,web,242.89,D08,182.0,True,2025-09,2025-09-15/2025-09-21,high,Riverside
MR206781,2025-09-16 22:35:51,,side walk obstruction,3.0,37.732663647841065,-122.483995770312,Harbor Ave,phone,387.62,D06,182.0,True,2025-09,2025-09-15/2025-09-21,medium,Old Market
MR217963,2025-09-16 22:37:31,2025-10-16 19:39:33,unsafe crossing,3.0,37.76891970870205,-122.464596609871,Harbor Ave,email,1184.42,D06,29.0,False,2025-09,2025-09-15/2025-09-21,medium,Central Exchange
MR217740,2025-09-16 23:31:42,2025-09-27 00:00:00,sidewalk obstruction,1.0,37.69483196172627,-122.357272145183,Broadway,app,441.85,D04,10.0,False,2025-09,2025-09-15/2025-09-21,low,Bayview
MR209315,2025-09-17 00:00:00,2025-09-25 00:00:00,broken traffic light,4.0,37.69606300603991,-122.46434110435,Market St,mobile app,1926.81,,8.0,False,2025-09,2025-09-15/2025-09-21,high,Old Market
MR202627,2025-09-17 00:00:00,2025-09-24 17:59:39,missing sign,3.0,37.74789977255893,-122.48716982012,Cedar Rd,email,461.98,D06,7.0,False,2025-09,2025-09-15/2025-09-21,medium,Central Exchange
MR206609,2025-09-17 00:00:00,2025-09-30 09:16:00,unsafe crossing,3.0,37.82561248964651,-122.415657846053,Market St,app,771.36,,13.0,False,2025-09,2025-09-15/2025-09-21,medium,Medical Quarter
MR216135,2025-09-17 00:00:00,2025-09-21 00:00:00,blockd lane,4.0,37.70086823534056,-122.387891127184,Elm St,app,3369.11,D04,4.0,False,2025-09,2025-09-15/2025-09-21,high,Bayview
MR205156,2025-09-17 00:06:20,,unsafe crossing,2.0,37.7668256899341,-122.527034340184,Union Blvd,web,1076.01,D05,182.0,True,2025-09,2025-09-15/2025-09-21,low,University
MR214871,2025-09-17 00:55:32,2025-09-21 01:58:23,unsafe crossing,4.0,37.828,-122.44404,Maple Dr,web,1217.67,D11,4.0,False,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR205339,2025-09-17 03:19:46,,unsafe crossing,4.0,37.690898776302966,-122.380860607364,Market St,app,1684.14,D04,182.0,True,2025-09,2025-09-15/2025-09-21,high,Bayview
MR208551,2025-09-17 07:06:33,2025-09-27 18:58:08,bus stop damage,3.0,37.77709540325231,-122.3590128094,Maple Dr,app,420.76,D08,10.0,False,2025-09,2025-09-15/2025-09-21,medium,Riverside
MR212355,2025-09-17 07:13:44,2025-09-20 08:39:00,sidewalk obstruction,2.0,37.79749482109297,-122.523132958528,Cedar Rd,app,,D09,3.0,False,2025-09,2025-09-15/2025-09-21,low,West Junction
MR213370,2025-09-17 08:22:40,2025-10-24 06:14:36,unsafe crossing,4.0,37.75421383358567,-122.458009363871,Union Blvd,phone,1355.21,D06,36.0,False,2025-09,2025-09-15/2025-09-21,high,Central Exchange
MR204806,2025-09-17 08:48:13,2025-09-17 18:28:13,pothole near crossing,3.0,37.81467439257796,-122.542627693422,Harbor Ave,email,651.94,D09,0.0,False,2025-09,2025-09-15/2025-09-21,medium,West Junction
MR210468,2025-09-17 09:25:26,,blocked lane,4.0,37.75156109875186,-122.427073916849,Elm St,phone,1447.59,,182.0,True,2025-09,2025-09-15/2025-09-21,high,Midtown
MR207859,2025-09-17 11:11:45,2025-09-19 05:09:13,missing sign,2.0,37.79385,-122.52454,Broadway,web,285.11,D09,1.0,False,2025-09,2025-09-15/2025-09-21,low,West Junction
MR203327,2025-09-17 11:59:45,,blocked lane,3.0,37.773475,-122.41768,Hillcrest Ave,app,1105.0,D07,181.0,True,2025-09,2025-09-15/2025-09-21,medium,Midtown
MR215674,2025-09-17 12:05:22,2025-02-10 21:17:00,bus stop damage,2.0,37.70991395932611,-122.395664273697,Maple Dr,app,898.07,D03,-219.0,False,2025-09,2025-09-15/2025-09-21,low,Bayview
MR202834,2025-09-17 12:12:15,2025-10-06 22:53:08,unsafe crossing,3.0,37.72256799510518,-122.382468662468,Union Blvd,web,634.03,D04,19.0,False,2025-09,2025-09-15/2025-09-21,medium,Bayview
MR203627,2025-09-17 12:27:02,2025-09-19 17:59:48,pothole near crossing,5.0,37.7066651001381,-122.432806499339,Harbor Ave,phone,,D03,2.0,False,2025-09,2025-09-15/2025-09-21,high,Civic East
MR217089,2025-09-17 13:47:56,2025-09-22 11:18:04,pothole near crossing,3.0,37.693997653783256,-122.478674743819,Hillcrest Ave,phone,963.29,D04,4.0,False,2025-09,2025-09-15/2025-09-21,medium,Old Market
MR209793,2025-09-17 13:55:38,2025-09-21 18:28:57,blocked lane,5.0,37.75018938728368,-122.381301084976,Hillcrest Ave,app,1570.9,D08,4.0,False,2025-09,2025-09-15/2025-09-21,high,Riverside
MR215890,2025-09-17 15:30:00,,bus stop damage,5.0,37.75965164987715,-122.465471827642,Pine Ave,app,,D06,181.0,True,2025-09,2025-09-15/2025-09-21,high,Central Exchange
MR212828,2025-09-17 18:16:08,2025-09-20 00:00:00,missing sign,3.0,37.80238,-122.539462,Maple Dr,phone,247.59,D09,2.0,False,2025-09,2025-09-15/2025-09-21,medium,West Junction
MR206626,2025-09-17 18:32:08,,unsafe crossing,5.0,37.75340764924869,-122.53279158833,Broadway,app,,D05,181.0,True,2025-09,2025-09-15/2025-09-21,high,University
MR218235,2025-09-17 18:58:23,2025-09-21 19:38:15,blocked lane,3.0,37.68561354034938,-122.537340940025,Hillcrest Ave,Web Form,1950.63,D01,4.0,False,2025-09,2025-09-15/2025-09-21,medium,Harbor North
MR208433,2025-09-17 19:18:00,2025-09-27 00:00:00,broken traffic light,3.0,37.77032,-122.376985,Union Blvd,app,927.12,D08,9.0,False,2025-09,2025-09-15/2025-09-21,medium,Riverside
MR202191,2025-09-17 19:42:00,,sidewalk obstruction,2.0,37.82906946458692,-122.482866958535,Market St,app,269.09,D10,181.0,True,2025-09,2025-09-15/2025-09-21,low,North Commons
MR220648,2025-09-17 19:56:30,2025-09-20 11:09:43,blocked lane,5.0,37.774569,-122.3567,Hillcrest Ave,email,2148.6,D08,2.0,False,2025-09,2025-09-15/2025-09-21,high,Riverside
MR217297,2025-09-17 21:01:40,,blocked lane,3.0,37.69373534857504,-122.37731476163,Elm St,app,1718.56,D04,181.0,True,2025-09,2025-09-15/2025-09-21,medium,Bayview
MR217066,2025-09-17 21:37:27,2025-10-03 12:01:00,unsafe crossing,4.0,37.753,-122.4613,Broadway,web,1792.28,D06,15.0,False,2025-09,2025-09-15/2025-09-21,high,Central Exchange
MR217120,2025-09-17 23:12:16,,missing sign,3.0,37.73388194863277,-122.522854356337,Pine Ave,,237.27,,181.0,True,2025-09,2025-09-15/2025-09-21,medium,Harbor North
MR211804,2025-09-18 00:00:00,2025-09-25 00:52:39,bus stop damage,3.0,37.71699165797538,-122.354136909548,Elm St,phone,887.39,D03,7.0,False,2025-09,2025-09-15/2025-09-21,medium,Bayview
MR210279,2025-09-18 00:00:00,2025-09-21 14:47:00,pothole near crossing,3.0,37.74720017537468,-122.469929203121,Union Blvd,phone,329.43,D06,3.0,False,2025-09,2025-09-15/2025-09-21,medium,Central Exchange
MR212335,2025-09-18 00:00:00,2025-09-21 04:15:14,sidewalk obstruction,5.0,37.77484479721736,-122.3838510917,Union Blvd,web,,D08,3.0,False,2025-09,2025-09-15/2025-09-21,high,Riverside
MR216152,2025-09-18 01:49:46,2025-10-17 05:29:35,bus stop damage,4.0,37.77910501168586,-122.412904145077,Maple Dr,app,1081.96,,29.0,False,2025-09,2025-09-15/2025-09-21,high,Midtown
MR208922,2025-09-18 02:51:04,,bus stop damage,4.0,37.80500707906772,-122.484003164606,Maple Dr,web,,D10,181.0,True,2025-09,2025-09-15/2025-09-21,high,North Commons
MR208054,2025-09-18 03:08:35,2025-09-21 12:04:16,broken traffic light,2.0,37.70604943419104,-122.428637503114,Pine Ave,app,2151.02,D03,3.0,False,2025-09,2025-09-15/2025-09-21,low,Civic East
MR219082,2025-09-18 03:18:52,,sidewalk obstruction,2.0,37.7519616977902,-122.431011738999,Harbor Ave,web,380.5,D07,181.0,True,2025-09,2025-09-15/2025-09-21,low,Midtown
MR210198,2025-09-18 04:20:28,,bus stop damage,4.0,37.8216214535118,-122.439584883676,Pine Ave,phone,878.45,D08,181.0,True,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR209289,2025-09-18 05:22:23,2025-09-20 04:11:46,missing sign,2.0,37.77154928780736,-122.449332197389,Broadway,web,380.94,D06,1.0,False,2025-09,2025-09-15/2025-09-21,low,Central Exchange
MR217045,2025-09-18 05:46:00,2025-09-24 16:49:48,unsafe crossing,4.0,37.81275091826348,-122.421210149727,Union Blvd,app,1233.55,D11,6.0,False,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR218178,2025-09-18 06:37:00,2025-10-04 06:45:46,blocked lane,4.0,37.80175,-122.383,Broadway,app,,D12,16.0,False,2025-09,2025-09-15/2025-09-21,high,Airport Link
MR212728,2025-09-18 07:35:00,2025-09-21 22:46:58,missing sign,5.0,37.69581217938916,-122.517807901954,River Rd,web,,D01,3.0,False,2025-09,2025-09-15/2025-09-21,high,Harbor North
MR200183,2025-09-18 09:26:38,2025-09-22 21:44:11,pothole near crossing,2.0,37.83017742532892,-122.472687440335,Market St,app,285.71,D10,4.0,False,2025-09,2025-09-15/2025-09-21,low,North Commons
MR212773,2025-09-18 10:16:31,,blocked lane,5.0,37.78895326167726,-122.519828859664,River Rd,phone,984.16,D08,181.0,True,2025-09,2025-09-15/2025-09-21,high,University
MR218962,2025-09-18 17:06:42,2025-09-26 10:20:57,side walk obstruction,3.0,37.7098681808059,-122.467335632024,Union Blvd,web,646.0,D02,7.0,False,2025-09,2025-09-15/2025-09-21,medium,Old Market
MR210915,2025-09-18 21:10:52,2025-09-23 12:02:51,broken traffic light,3.0,37.70751914086793,-122.348964442743,Market St,web,1638.57,D04,4.0,False,2025-09,2025-09-15/2025-09-21,medium,Bayview
MR215406,2025-09-18 21:33:39,2025-09-22 00:00:00,blocked lane,3.0,37.81570730168552,-122.395582942034,Grant St,phone,1198.21,D12,3.0,False,2025-09,2025-09-15/2025-09-21,medium,Airport Link
MR205107,2025-09-19 00:00:00,2025-11-03 07:16:21,busstop damage,3.0,37.76911794181096,-122.469403174326,Cedar Rd,email,1192.2,D06,45.0,False,2025-09,2025-09-15/2025-09-21,medium,Central Exchange
MR210562,2025-09-19 00:00:00,2025-09-21 02:07:19,missing sign,3.0,37.71800185268027,-122.54996948638,Grant St,app,328.87,,2.0,False,2025-09,2025-09-15/2025-09-21,medium,Harbor North
MR221935,2025-09-19 00:00:00,,bus stop damage,2.0,37.747,-122.52,Market St,web,777.23,D05,180.0,True,2025-09,2025-09-15/2025-09-21,low,University
MR218288,2025-09-19 01:16:24,2025-09-21 09:53:40,blocked lane,5.0,37.81640551863264,-122.475415489546,Hillcrest Ave,phone,973.17,D10,2.0,False,2025-09,2025-09-15/2025-09-21,high,North Commons
MR216033,2025-09-19 01:38:34,,pothole near crossing,2.0,37.74635924322617,-122.453950517361,Pine Ave,Web Form,,D06,180.0,True,2025-09,2025-09-15/2025-09-21,low,Central Exchange
MR210187,2025-09-19 02:38:15,,missing sign,4.0,37.826111994658696,-122.420546341272,Grant St,app,289.3,D05,180.0,True,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR202418,2025-09-19 03:00:00,,sidewalk obstruction,3.0,37.76592,-122.4472,River Rd,app,488.18,D07,180.0,True,2025-09,2025-09-15/2025-09-21,medium,Midtown
MR204855,2025-09-19 03:03:49,,blocked lane,5.0,37.711,-122.439,Maple Dr,phone,1544.15,D03,180.0,True,2025-09,2025-09-15/2025-09-21,high,Civic East
MR209517,2025-09-19 03:48:15,2025-09-22 13:24:58,sidewalk obstruction,3.0,37.745025,-122.40909,Maple Dr,app,445.5,D07,3.0,False,2025-09,2025-09-15/2025-09-21,medium,Midtown
MR201941,2025-09-19 04:27:44,2025-09-30 01:57:49,blocked lane,3.0,37.76021153924985,-122.508575323371,Market St,web,1793.09,D10,10.0,False,2025-09,2025-09-15/2025-09-21,medium,University
MR201379,2025-09-19 06:00:32,,unsafe crossing,3.0,37.71825256833208,-122.519323922243,Broadway,web,1574.83,D01,180.0,True,2025-09,2025-09-15/2025-09-21,medium,Harbor North
MR213116,2025-09-19 06:22:45,,missing sign,5.0,37.74707289138344,-122.47929159361,Hillcrest Ave,email,252.11,D02,180.0,True,2025-09,2025-09-15/2025-09-21,high,Central Exchange
MR209785,2025-09-19 06:24:00,,bus stop damage,3.0,37.77112323262663,-122.473004931223,Broadway,web,1302.12,D06,180.0,True,2025-09,2025-09-15/2025-09-21,medium,Central Exchange
MR202348,2025-09-19 06:34:00,2025-09-20 13:58:47,blocked lane,5.0,37.744149525327146,-122.40709493232,Grant St,app,3065.32,D07,1.0,False,2025-09,2025-09-15/2025-09-21,high,Midtown
MR214309,2025-09-19 07:01:47,2025-09-23 00:00:00,broken traffic light,5.0,37.811623318296505,-122.431340873219,Hillcrest Ave,phone,1076.28,D11,3.0,False,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR202763,2025-09-19 07:23:08,,damaged bus stop,5.0,37.70967219034922,-122.440126405137,Harbor Ave,phone,1202.67,D03,180.0,True,2025-09,2025-09-15/2025-09-21,high,Civic East
MR219632,2025-09-19 09:56:48,,pothole near crossing,4.0,37.80999256952907,-122.478810617001,Broadway,web,,D10,180.0,True,2025-09,2025-09-15/2025-09-21,high,North Commons
MR210745,2025-09-19 13:03:14,,unsafe crossing,3.0,37.8218626530076,-122.450535296819,Union Blvd,web,,D05,179.0,True,2025-09,2025-09-15/2025-09-21,medium,Medical Quarter
MR215853,2025-09-19 17:48:15,2025-10-01 17:48:08,unsafe crossing,4.0,37.70282625327719,-122.446481563017,Broadway,web,1802.51,,11.0,False,2025-09,2025-09-15/2025-09-21,high,Civic East
MR211419,2025-09-19 18:24:00,,missing sign,1.0,37.7216,-122.532,Elm St,,164.02,D01,179.0,True,2025-09,2025-09-15/2025-09-21,low,Harbor North
MR212659,2025-09-19 19:34:27,2025-09-23 00:35:16,sidewalk obstruction,1.0,37.78943028371836,-122.365901322707,Transit Way,app,268.23,D12,3.0,False,2025-09,2025-09-15/2025-09-21,low,Airport Link
MR200036,2025-09-19 19:34:33,2025-09-23 08:44:40,blocked lane,2.0,37.738629422214025,-122.46195124009,Pine Ave,phone,1335.13,D06,3.0,False,2025-09,2025-09-15/2025-09-21,low,Central Exchange
MR219340,2025-09-19 21:43:54,,blocked lane,4.0,37.797,-122.463,Hillcrest Ave,web,1555.94,,179.0,True,2025-09,2025-09-15/2025-09-21,high,North Commons
MR209123,2025-09-19 21:57:19,2025-09-24 19:07:53,pothole near crossing,2.0,37.8023809185835,-122.380712401233,River Rd,web,391.17,D12,4.0,False,2025-09,2025-09-15/2025-09-21,low,Airport Link
MR204350,2025-09-19 23:02:40,2025-09-29 04:26:19,pothole near crossing,3.0,37.69466901489224,-122.468691460336,Broadway,web,607.36,D02,9.0,False,2025-09,2025-09-15/2025-09-21,medium,Old Market
MR205272,2025-09-19 23:52:07,2025-05-10 02:21:00,bus stop damage,2.0,37.812627039068005,-122.404724547808,Transit Way,web,849.43,D08,-133.0,False,2025-09,2025-09-15/2025-09-21,low,Medical Quarter
MR215845,2025-09-20 00:00:00,,broken traffic light,4.0,37.769762672189614,-122.512382309572,Pine Ave,app,3269.19,D05,179.0,True,2025-09,2025-09-15/2025-09-21,high,University
MR204959,2025-09-20 00:00:00,2025-09-25 08:37:43,blocked lane,5.0,37.79700871890881,-122.51420963853,Transit Way,phone,1246.56,D09,5.0,False,2025-09,2025-09-15/2025-09-21,high,West Junction
MR218018,2025-09-20 00:00:00,,blocked lane,4.0,37.73949784667341,-122.389333594472,Cedar Rd,phone,1578.15,D11,179.0,True,2025-09,2025-09-15/2025-09-21,high,Riverside
MR202796,2025-09-20 00:00:00,2025-09-22 09:48:46,blocked lane,4.0,37.70886105314828,-122.480960368941,Maple Dr,app,,D02,2.0,False,2025-09,2025-09-15/2025-09-21,high,Old Market
MR203600,2025-09-20 00:13:16,2025-09-25 18:16:35,missing sign,2.0,37.77625851273969,-122.523532374167,Union Blvd,app,221.2,D05,5.0,False,2025-09,2025-09-15/2025-09-21,low,University
MR206480,2025-09-20 00:38:55,,bus stop damage,3.0,37.807304,-122.396,Union Blvd,web,,D12,179.0,True,2025-09,2025-09-15/2025-09-21,medium,Airport Link
MR216480,2025-09-20 01:53:29,2025-09-24 01:45:01,missing sign,1.0,37.704004657935165,-122.505605705859,Hillcrest Ave, call center ,,D02,3.0,False,2025-09,2025-09-15/2025-09-21,low,Old Market
MR215880,2025-09-20 03:43:30,,bus stop damage,5.0,37.8142,-122.447337,Pine Ave,phone,,D11,179.0,True,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR207673,2025-09-20 04:18:20,2025-09-26 20:33:00,pothole near crossing,2.0,37.70403624421507,-122.423604261419,Hillcrest Ave,phone,,D09,6.0,False,2025-09,2025-09-15/2025-09-21,low,Civic East
MR220057,2025-09-20 04:53:56,2025-09-24 13:59:00,pothole near crossing,2.0,37.70811659961182,-122.503611487982,River Rd, call center ,229.65,D01,4.0,False,2025-09,2025-09-15/2025-09-21,low,Old Market
MR203080,2025-09-20 05:43:19,2025-09-22 19:52:19,missng sign,3.0,37.71,-122.461034,Cedar Rd,app,257.21,D02,2.0,False,2025-09,2025-09-15/2025-09-21,medium,Old Market
MR218829,2025-09-20 06:51:58,2025-09-24 00:00:00,missing sign,2.0,37.80985791104616,-122.439611011745,Union Blvd,email,384.4,,3.0,False,2025-09,2025-09-15/2025-09-21,low,Medical Quarter
MR207553,2025-09-20 07:03:12,,unsafe crossing,2.0,37.76347579072473,-122.501611487982,Cedar Rd,web,920.03,D10,179.0,True,2025-09,2025-09-15/2025-09-21,low,Central Exchange
MR217154,2025-09-20 07:16:44,2025-09-26 07:41:21,sidewalk obstruction,3.0,37.7621,-122.447,Maple Dr,app,254.89,D07,6.0,False,2025-09,2025-09-15/2025-09-21,medium,Midtown
MR215789,2025-09-20 07:30:33,,sidewalk obstruction,3.0,37.72973267185299,-122.398249873551,Union Blvd,web,703.61,D07,179.0,True,2025-09,2025-09-15/2025-09-21,medium,Civic East
MR207646,2025-09-20 09:17:31,2025-09-26 00:00:00,unsafe crossing,5.0,37.7115098985726,-122.353489983379,Elm St,app,,D04,5.0,False,2025-09,2025-09-15/2025-09-21,high,Bayview
MR215785,2025-09-20 10:14:53,2025-09-26 01:00:24,blocked lane,4.0,37.80984,-122.4196,Transit Way,,,,5.0,False,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR218408,2025-09-20 14:32:59,2025-10-06 23:47:18,bus stop damage,4.0,37.812679597626,-122.404617901799,Union Blvd,phone,1283.48,D11,16.0,False,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR203473,2025-09-20 15:13:58,2025-09-29 15:33:39,blocked lane,3.0,37.80956632981757,-122.444370971133,Union Blvd,app,,D11,9.0,False,2025-09,2025-09-15/2025-09-21,medium,Medical Quarter
MR208610,2025-09-20 15:21:57,,unsafe crossng,2.0,37.82604505028575,-122.415595138032,River Rd,web,1051.92,D11,178.0,True,2025-09,2025-09-15/2025-09-21,low,Medical Quarter
MR202965,2025-09-20 15:45:21,2025-10-08 05:35:35,unsafe crossing,3.0,37.76030430569632,-122.482774572632,Harbor Ave,phone,712.76,D06,17.0,False,2025-09,2025-09-15/2025-09-21,medium,Central Exchange
MR204892,2025-09-20 16:16:34,2025-09-29 07:10:36,bus stop damage,3.0,37.70051781237853,-122.521420115057,Pine Ave,email,844.58,D12,8.0,False,2025-09,2025-09-15/2025-09-21,medium,Harbor North
MR213353,2025-09-20 16:29:24,,blocked lane,5.0,37.82123872819008,-122.437991814774,Cedar Rd,app,2041.56,,178.0,True,2025-09,2025-09-15/2025-09-21,high,Medical Quarter
MR221199,2025-09-20 17:02:00,,broken traffic light,1.0,37.80446508070644,-122.431903285289,Union Blvd,phone,,D11,178.0,True,2025-09,2025-09-15/2025-09-21,low,Medical Quarter
MR213456,2025-09-20 19:00:00,,broken traffic light,5.0,37.75355718034058,-122.462657802053,Transit Way,web,2114.4,D06,178.0,True,2025-09,2025-09-15/2025-09-21,high,Central Exchange
MR213335,2025-09-20 20:04:43,2025-09-29 07:30:04,missing sign,2.0,37.76307481928731,-122.527512762714,River Rd,app,330.6,D01,8.0,False,2025-09,2025-09-15/2025-09-21,low,University
MR218322,2025-09-20 21:14:00,2025-09-29 01:43:23,unsafe crossing,4.0,37.810066347550645,-122.538363167815,Union Blvd,app,715.92,D09,8.0,False,2025-09,2025-09-15/2025-09-21,high,West Junction
MR202115,2025-09-21 00:00:00,,pothole near crossing,3.0,37.76112886067447,-122.448055718882,Harbor Ave,web,,,178.0,True,2025-09,2025-09-15/2025-09-21,medium,Midtown
MR205206,2025-09-21 04:12:48,2025-09-26 12:29:37,blocked lane,3.0,37.74035683469372,-122.519536104457,Pine Ave,app,1825.16,D05,5.0,False,2025-09,2025-09-15/2025-09-21,medium,University
MR216710,2025-09-21 05:00:47,2025-01-10 20:04:00,obstructed sidewalk,3.0,37.76433557028291,-122.483719893919,Union Blvd,app,,D06,-254.0,False,2025-09,2025-09-15/2025-09-21,medium,Central Exchange
MR202302,2025-09-21 06:00:49,,missing sign,2.0,37.797812410680855,-122.382691932385,,app,313.91,,178.0,True,2025-09,2025-09-15/2025-09-21,low,Airport Link
MR221094,2025-09-21 08:28:00,2025-10-04 06:23:51,blocked lane,2.0,37.77453982174894,-122.448727233466,Pine Ave,web,1791.91,D07,12.0,False,2025-09,2025-09-15/2025-09-21,low,Midtown
MR213078,2025-09-21 09:24:52,2025-10-01 00:00:00,blocked lane,3.0,37.81542516182627,-122.498554325525,River Rd,email,2549.28,D09,9.0,False,2025-09,2025-09-15/2025-09-21,medium,North Commons
MR202879,2025-09-21 11:34:38,,missing sign,3.0,37.769,-122.53747,Harbor Ave,mobile app,,D11,178.0,True,2025-09,2025-09-15/2025-09-21,medium,University
MR218686,2025-09-21 13:37:42,2025-10-16 23:12:18,broken traffic light,2.0,37.6827,-122.50495,Broadway,app,1542.28,D02,25.0,False,2025-09,2025-09-15/2025-09-21,low,Old Market
MR213199,2025-09-21 16:09:20,,bus stop damage,2.0,37.7062,-122.503611,Transit Way,app,650.66,D01,177.0,True,2025-09,2025-09-15/2025-09-21,low,Old Market
MR201530,2025-09-21 16:49:33,,missing sign,5.0,37.701836355328496,-122.505605705859,Hillcrest Ave,app,441.69,D02,177.0,True,2025-09,2025-09-15/2025-09-21,high,Old Market
MR207736,2025-09-21 23:09:22,2025-10-06 08:55:56,unsafe crossing,2.0,37.69261998064615,-122.446481563017,Pine Ave,app,711.24,D03,14.0,False,2025-09,2025-09-15/2025-09-21,low,Old Market
MR205694,2025-09-22 00:00:00,,sidewalk obstruction,1.0,37.69852432568507,-122.354307929388,Union Blvd,phone,354.5,D04,177.0,True,2025-09,2025-09-22/2025-09-28,low,Bayview
MR221475,2025-09-22 00:00:00,,blocked lane,4.0,37.75541053531623,-122.423819285451,Hillcrest Ave,app,1595.96,D07,177.0,True,2025-09,2025-09-22/2025-09-28,high,Midtown
MR218832,2025-09-22 00:00:00,2025-09-25 22:24:09,missing sign,2.0,37.80266640804553,-122.400865334363,Pine Ave,web,328.88,D12,3.0,False,2025-09,2025-09-22/2025-09-28,low,Medical Quarter
MR213617,2025-09-22 01:29:08,,sidewalk obstruction,5.0,37.75831273469708,-122.456170672709,Transit Way,phone,291.86,D06,177.0,True,2025-09,2025-09-22/2025-09-28,high,Central Exchange
MR216975,2025-09-22 02:34:34,2025-09-24 20:12:36,blocked lane,4.0,37.68620134619185,-122.412896716332,Elm St,PHONE,1467.33,D03,2.0,False,2025-09,2025-09-22/2025-09-28,high,Civic East
MR209831,2025-09-22 04:00:59,,blocked lane,4.0,37.686587430996575,-122.387654775211,Maple Dr,phone,1134.16,D04,177.0,True,2025-09,2025-09-22/2025-09-28,high,Bayview
MR204470,2025-09-22 06:50:18,2025-10-06 14:28:35,bus stop damage,2.0,37.81681150377364,-122.520918890242,Union Blvd,app,662.63,D09,14.0,False,2025-09,2025-09-22/2025-09-28,low,West Junction
MR207860,2025-09-22 07:00:25,2025-10-04 14:51:00,blocked lane,2.0,37.706948672755495,-122.39376616724,Broadway,email,1889.47,D04,12.0,False,2025-09,2025-09-22/2025-09-28,low,Bayview
MR208646,2025-09-22 10:05:39,2025-09-24 05:50:35,missing sign,5.0,37.745468078289065,-122.448727233466,Market St,web,604.25,D07,1.0,False,2025-09,2025-09-22/2025-09-28,high,Central Exchange
MR220355,2025-09-22 11:49:11,,broken traffic light,4.0,37.83103789133643,-122.550111016999,Cedar Rd,app,,D09,177.0,True,2025-09,2025-09-22/2025-09-28,high,West Junction
MR211215,2025-09-22 12:13:04,,pothole near crossing,3.0,37.721271669256026,-122.516982351957,Harbor Ave,phone,525.99,D01,176.0,True,2025-09,2025-09-22/2025-09-28,medium,Harbor North
MR202351,2025-09-22 14:19:01,2025-10-05 06:37:24,unsafe crossing,3.0,37.82125652760072,-122.514066435173,Elm St,app,550.3,D09,12.0,False,2025-09,2025-09-22/2025-09-28,medium,West Junction
MR218687,2025-09-22 14:43:25,,blocked lane,5.0,37.80722472881335,-122.481611916866,Broadway,phone,1416.14,D10,176.0,True,2025-09,2025-09-22/2025-09-28,high,North Commons
MR205628,2025-09-22 15:42:38,,sidewalk obstruction,3.0,37.80520433620446,-122.417287023834,Broadway,,,D11,176.0,True,2025-09,2025-09-22/2025-09-28,medium,Medical Quarter
